id,name,ascii,alt_name,lat,long,feat_class,feat_code,country,cc2,admin1,admin2,admin3,admin4,population,elevation,dem,tz,modified_at
5925975,Collingwood,Collingwood,"Kolingvud,kwlynjwwd, awntaryw,Колингвуд,كولينجوود، أونتاريو",44.4834,-80.21638,P,PPL,CA,,8,,,,15809,,194,America/Toronto,11/04/2008
5926268,Colwood,Colwood,"Kolvud,kwlwwd, kwlwmbya albrytanyt,Колвуд,كولوود، كولومبيا البريطانية",48.43293,-123.48591,P,PPL,CA,,2,,,,14687,,95,America/Vancouver,22/09/2010
5926511,Conception Bay South,Conception Bay South,,47.49989,-52.99806,P,PPL,CA,,5,,,,17087,,48,America/St_Johns,11/04/2008
5926526,Concord,Concord,,43.80011,-79.48291,P,PPL,CA,,8,,,,8255,,188,America/Toronto,01/03/2012
5927689,Coquitlam,Coquitlam,"Coquitlam,kokittoramu,kokittoramu shi,kokuittoramu,コキットラム,コキットラム市,コクイットラム",49.28297,-122.75262,P,PPL,CA,,2,,,,114565,,33,America/Vancouver,22/09/2010
5927969,Corner Brook,Corner Brook,YNF,48.95001,-57.95202,P,PPL,CA,,5,,,,18693,,4,America/St_Johns,10/08/2013
5928065,Cornwall,Cornwall,"Kornvol,YCC,kang wo er,karnwal,kwrnwal, awntaryw,Корнвол,كورنوال، أونتاريو,کارنوال,康沃尔",45.01809,-74.72815,P,PPL,CA,,8,,,,48821,,59,America/Toronto,31/07/2009
5928488,Côte-Saint-Luc,Cote-Saint-Luc,,45.46536,-73.66585,P,PPL,CA,,10,,,,31395,,47,America/Montreal,23/09/2010
5930890,Courtenay,Courtenay,"Courtenay,Kortenej,Kortni,Kurteneh,YCA,kwrtynay, kwlwmbya albrytanyt,Кортеней,Кортни,Куртенэ,كورتيناي، كولومبيا البريطانية,کورٹینی، برٹش کولمبیا",49.68657,-124.9936,P,PPL,CA,,2,,,,32793,,13,America/Vancouver,27/10/2013
5931074,Cowansville,Cowansville,,45.20008,-72.74913,P,PPL,CA,,10,16,,,10887,,117,America/Montreal,11/04/2008
5931800,Cranbrook,Cranbrook,"Kranbruk,YXC,kranbrwk, kwlwmbya albrytanyt,Кранбрук,كرانبروك، كولومبيا البريطانية",49.49991,-115.76879,P,PPL,CA,,2,,,,18610,,949,America/Edmonton,11/04/2008
5935277,Dartmouth,Dartmouth,ഡാർട്മൗത്,44.67134,-63.57719,P,PPL,CA,,7,,,,101343,,35,America/Halifax,22/09/2010
5935341,Dauphin,Dauphin,"Dofen,Dofin,YDN,Дофен,Дофін,ڈافن، مینی ٹوبا,ڈوفن",51.14941,-100.05023,P,PPL,CA,,3,,,,8418,,294,America/Winnipeg,11/04/2008
5935804,Dawson Creek,Dawson Creek,"Doson Krik,Doson-Krik,YDQ,dao sen ke li ke,doseunkeulig,dwsn kryk,dxw san kh rik,Досон Крик,Досон-Крик,دوسن كريك,ڈاسنکریک,ดอว์สันครีก,道森克里克,도슨크릭",55.7666,-120.23616,P,PPL,CA,,2,,,,10802,,685,America/Dawson_Creek,11/04/2008
5937612,Delson,Delson,,45.36678,-73.54917,P,PPL,CA,,10,16,,,7322,,27,America/Montreal,23/09/2010
5937615,Delta,Delta,"Del'ta,Дельта",49.14399,-122.9068,P,PPL,CA,,2,,,,101668,,81,America/Vancouver,27/02/2010
5938513,Deux-Montagnes,Deux-Montagnes,,45.53455,-73.90168,P,PPL,CA,,10,15,,,17402,,29,America/Montreal,23/09/2010
5938801,Devon,Devon,,53.36683,-113.73533,P,PPL,CA,,1,,,,5225,,695,America/Edmonton,11/04/2008
5939219,Dieppe,Dieppe,"D'ep,dieppu,Дьеп,ڈیپی,ディエップ",46.07844,-64.68735,P,PPL,CA,,4,,,,18565,,42,America/Moncton,22/09/2010
5940934,Dolbeau-Mistassini,Dolbeau-Mistassini,"Dolbeau-Mistassini,YDO",48.8786,-72.23142,P,PPL,CA,,10,2,,,12916,,98,America/Montreal,17/08/2013
5940956,Dollard-Des Ormeaux,Dollard-Des Ormeaux,,45.49452,-73.82419,P,PPL,CA,,10,,,,48930,,34,America/Montreal,22/09/2010
5941761,Dorchester,Dorchester,,42.98339,-81.06643,P,PPL,CA,,8,,,,9329,,260,America/Toronto,17/07/2013
5941925,Dorval,Dorval,,45.4473,-73.75335,P,PPL,CA,,10,,,,18088,,27,America/Montreal,23/09/2010
5942547,Drayton Valley,Drayton Valley,YDC,53.21682,-114.98544,P,PPL,CA,,1,,,,6099,,846,America/Edmonton,11/04/2008
5942845,Drummondville,Drummondville,"Drammondvill,Drammonvil',Dramondvil,XDM,doramonbiru,drwmwndwyl,drwmwnfyl,Драммонвіль,Драммондвилл,Драмондвил,دروموندویل,درومونفيل,ڈرمنڈولے,ドラモンビル",45.88336,-72.48241,P,PPL,CA,,10,17,,,59489,,89,America/Montreal,19/01/2013
5942913,Dryden,Dryden,YHD,49.78334,-92.75032,P,PPL,CA,,8,,,,8195,,387,America/Winnipeg,22/09/2010
5943865,Duncan,Duncan,"DUQ,Duncan,Dunkan,Дункан",48.78293,-123.70266,P,PPL,CA,,2,,,,22199,,14,America/Vancouver,21/07/2013
5946768,Edmonton,Edmonton,"Edmonton,Edmontona,Edmontonas,Edmontono,Edmundopolis,Edmuntun,Ehdmonton,Entmonton,Gorad Ehdmantan,YEA,admwntwn,ai de meng dun,edamantana,edeumeonteon,edomonton,etmantan,Édmonton,Έντμοντον,Горад Эдмантан,Едмонтон,Едмънтън,Эдмонтон,אדמונטון,إدمونتون,ادمونتون,ایڈمنٹن,एडमंटन,எட்மன்டன்,ཨེ་ཏི་མོན་ཐོན།,ედმონტონი,ᐊᒥᐢᑲᐧᒋᐊᐧᐢᑲᐦᐃᑲᐣ,エドモントン,埃德蒙顿,에드먼턴",53.55014,-113.46871,P,PPLA,CA,,1,,,,712391,668,610,America/Edmonton,24/07/2010
5946820,Edson,Edson,"Edson,YET,Едсон",53.58345,-116.43559,P,PPL,CA,,1,,,,7975,,913,America/Edmonton,11/04/2008
5947866,Elliot Lake,Elliot Lake,"Eliot Lejk,YEL,alywt layk,eriottoreiku,Елиот Лејк,إليوت لايك,الیٹ لیک,エリオットレイク",46.38336,-82.63315,P,PPL,CA,,8,,,,12508,,310,America/Toronto,11/04/2008
5949568,Estevan,Estevan,YEN,49.13337,-102.98422,P,PPL,CA,,11,,,,9904,,563,America/Regina,11/04/2008
5950267,Etobicoke,Etobicoke,"Ehtobiko,Etobiko,etobiko,yi tao bi gu,Етобіко,Этобико,エトビコ,怡陶碧谷,에토비코",43.65421,-79.56711,P,PPL,CA,,8,,,,347948,,148,America/Toronto,22/02/2012
5951644,Farnham,Farnham,,45.28338,-72.98244,P,PPL,CA,,10,16,,,6061,,55,America/Montreal,11/04/2008
5952370,Fernie,Fernie,"Ferni,Ферни",49.49996,-115.06871,P,PPL,CA,,2,,,,5019,,996,America/Edmonton,11/04/2008
5954718,Flin Flon,Flin Flon,"Flin Flon,Flin-Flon,YFO,fln flwn,Флин Флон,Флин-Флон,Флін-Флон,فلن فلان، مینی ٹوبا,فلن فلون",54.76824,-101.86497,P,PPL,CA,,3,,,,6002,,308,America/Winnipeg,15/08/2012
5955815,Fort Erie,Fort Erie,"Fort Erie,Fort Iri,Fort Érié,Fort-Eri,fotoeri,fwrt ayry, awntaryw,yi li bao,Форт Ири,Форт-Ері,فورت إيري، أونتاريو,フォートエリー,伊利堡",42.90012,-78.93286,P,PPL,CA,,8,,,,15953,,183,America/Toronto,22/01/2006
5955826,Fort Frances,Fort Frances,YAG,48.59988,-93.4003,P,PPL,CA,,8,,,,7931,,342,America/Winnipeg,24/12/2011
5955895,Fort McMurray,Fort McMurray,"Fort Makmari,Fort-MakMerrej,Fort-MakMerrey,YMM,fotomakumare,fwrt makmwray,poteumaegmeoli,Форт Макмари,Форт-МакМеррей,فورت ماكموراي,فورت مک‌موری,フォートマクマレー,포트맥머리",56.72676,-111.38103,P,PPL,CA,,1,,,,76000,,258,America/Edmonton,08/10/2011
5955948,Fort Saskatchewan,Fort Saskatchewan,"Fort Saskacevanas,Fort Saskachevan,Fort Saskačevanas,Fort-Saskachevan,frt saskachwan,fwrt saskatshwan,Форт Саскачеван,Форт-Саскачеван,فرت ساسکاچوان,فورت ساسكاتشوان",53.71684,-113.2187,P,PPL,CA,,1,,,,14957,,595,America/Edmonton,22/09/2010
