id	name	ascii	alt_name	lat	long	feat_class	feat_code	country	cc2	admin1	admin2	admin3	admin4	population	elevation	dem	tz	modified_at
6077243	Montréal	Montreal	Monreal	45.50884	-73.58781	P	PPLA2	CA		10	06			3268513		216	America/Montreal	2012-08-02
