id	name	latitude	longitude	country	prov_state
4362624	Mitchellville	38.92511	-76.74275	US	MD
4362743	Montgomery Village	39.17677	-77.19526	US	MD
4362882	Mount Airy	39.37621	-77.1547	US	MD
4363124	Mount Rainier	38.9415	-76.96498	US	MD
4363611	New Carrollton	38.96983	-76.87997	US	MD
4363836	North Bel Air	39.53983	-76.35496	US	MD
4363843	North Bethesda	39.04455	-77.11887	US	MD
4363960	North Kensington	39.03039	-77.07248	US	MD
4363990	North Potomac	39.08289	-77.26498	US	MD
4364312	Ocean City	38.3365	-75.08491	US	MD
4364326	Ocean Pines	38.39539	-75.15574	US	MD
4364362	Odenton	39.084	-76.70025	US	MD
4364537	Olney	39.15316	-77.06692	US	MD
4364690	Overlea	39.36344	-76.52052	US	MD
4364727	Owings Mills	39.41955	-76.78025	US	MD
4364759	Oxon Hill	38.80345	-76.9897	US	MD
4364946	Parkville	39.37733	-76.53969	US	MD
4364964	Parole	38.97956	-76.53052	US	MD
4364990	Pasadena	39.10733	-76.57108	US	MD
4365227	Perry Hall	39.41261	-76.46357	US	MD
4365387	Pikesville	39.37427	-76.72247	US	MD
4366001	Potomac	39.01817	-77.20859	US	MD
4366270	Pumphrey	39.21733	-76.63719	US	MD
4366476	Randallstown	39.36733	-76.79525	US	MD
4366593	Redland	39.14539	-77.14415	US	MD
4366647	Reisterstown	39.46955	-76.82942	US	MD
4366919	Riverdale Park	38.96344	-76.93164	US	MD
4366929	Riverside	39.47372	-76.24134	US	MD
4366930	Riverside	39.17344	-76.88525	US	MD
4366966	Riviera Beach	39.16678	-76.50802	US	MD
4367034	Robinwood	38.95428	-76.51468	US	MD
4367035	Robinwood	39.63704	-77.65694	US	MD
4367175	Rockville	39.084	-77.15276	US	MD
4367344	Rosaryville	38.75678	-76.80969	US	MD
4367372	Rosedale	39.32011	-76.51552	US	MD
4367417	Rossmoor	39.10372	-77.07109	US	MD
4367419	Rossville	39.33844	-76.47968	US	MD
4367734	Saint Charles	38.60317	-76.93858	US	MD
4368711	Salisbury	38.36067	-75.59937	US	MD
4368879	Savage	39.13789	-76.82386	US	MD
4369076	Seabrook	38.96789	-76.84497	US	MD
4369190	Severn	39.13705	-76.6983	US	MD
4369224	Severna Park	39.07039	-76.54524	US	MD
4369286	Shady Side	38.84178	-76.51218	US	MD
4369571	Silver Hill	38.84178	-76.94581	US	MD
4369596	Silver Spring	38.99067	-77.02609	US	MD
4369928	South Bel Air	39.53316	-76.33746	US	MD
4369964	South Gate	39.129	-76.6258	US	MD
4369976	South Kensington	39.019	-77.07998	US	MD
4369978	South Laurel	39.06983	-76.85025	US	MD
4370201	Spring Ridge	39.40149	-77.35248	US	MD
4370366	Stevensville	38.98067	-76.3144	US	MD
4370616	Suitland	38.84872	-76.92386	US	MD
4370890	Takoma Park	38.97789	-77.00748	US	MD
4370931	Taneytown	39.65788	-77.17443	US	MD
4371053	Temple Hills	38.814	-76.94553	US	MD
4371334	Thurmont	39.62371	-77.41082	US	MD
4371420	Timonium	39.43705	-76.61969	US	MD
4371582	Towson	39.4015	-76.60191	US	MD
4371635	Travilah	39.069	-77.26304	US	MD
4372201	Urbana	39.32594	-77.35137	US	MD
4372599	Waldorf	38.62456	-76.93914	US	MD
4372623	Walker Mill	38.87539	-76.88831	US	MD
4372630	Walkersville	39.48621	-77.35193	US	MD
4373104	West Elkridge	39.20705	-76.72692	US	MD
4373238	Westminster	39.57538	-76.99581	US	MD
4373275	Westphalia	38.84539	-76.81108	US	MD
4373349	Wheaton	39.03983	-77.05526	US	MD
4373426	White Marsh	39.38372	-76.43218	US	MD
4373449	White Oak	39.03983	-76.99303	US	MD
4374054	Woodlawn	39.32288	-76.72803	US	MD
4374056	Woodlawn	38.94956	-76.89136	US	MD
4374513	Affton	38.55061	-90.33317	US	MO
4375087	Arnold	38.43283	-90.37762	US	MO
4375349	Aurora	36.97089	-93.71798	US	MO
4375663	Ballwin	38.59505	-90.54623	US	MO
4375832	Barnhart	38.34422	-90.39345	US	MO
4375979	Battlefield	37.11561	-93.37019	US	MO
4376444	Bellefontaine Neighbors	38.74033	-90.2265	US	MO
4376482	Belton	38.81195	-94.5319	US	MO
4376623	Berkeley	38.7545	-90.33123	US	MO
4377295	Black Jack	38.79338	-90.26733	US	MO
4377664	Blue Springs	39.01695	-94.28161	US	MO
4377835	Bolivar	37.61448	-93.41047	US	MO
4377957	Boonville	38.97364	-92.74324	US	MO
4377913	Bonne Terre	37.92311	-90.5554	US	MO
4378070	Bowling Green	39.34199	-91.19514	US	MO
4378219	Branson	36.64367	-93.21851	US	MO
4378312	Brentwood	38.61755	-90.34928	US	MO
4378391	Bridgeton	38.767	-90.41151	US	MO
4379644	Cameron	39.74028	-94.24106	US	MO
4379966	Cape Girardeau	37.30588	-89.51815	US	MO
4380043	Carl Junction	37.17672	-94.56551	US	MO
4380202	Carthage	37.17645	-94.31022	US	MO
4380211	Caruthersville	36.19312	-89.65564	US	MO
4380997	Charleston	36.92089	-89.35063	US	MO
4381104	Chillicothe	39.79529	-93.55244	US	MO
4381072	Chesterfield	38.66311	-90.57707	US	MO
4381478	Clayton	38.64255	-90.32373	US	MO
4381643	Clinton	38.36863	-93.77827	US	MO
4381982	Columbia	38.95171	-92.33407	US	MO
4382072	Concord	38.5245	-90.35734	US	MO
4382833	Crestwood	38.557	-90.38178	US	MO
4382837	Creve Coeur	38.66089	-90.42262	US	MO
4383306	Dardenne Prairie	38.7695	-90.72902	US	MO
4383513	De Soto	38.1395	-90.55513	US	MO
4383713	Dellwood	38.7495	-90.28567	US	MO
4383778	Des Peres	38.60089	-90.4329	US	MO
4383785	Desloge	37.87088	-90.52735	US	MO
4383857	Dexter	36.79589	-89.95787	US	MO
4385018	East Independence	39.09556	-94.35523	US	MO
4385494	Ellisville	38.59255	-90.58707	US	MO
4385835	Eureka	38.50255	-90.6279	US	MO
4385966	Excelsior Springs	39.33917	-94.22606	US	MO
4386289	Farmington	37.78088	-90.42179	US	MO
4386387	Ferguson	38.74422	-90.30539	US	MO
4386419	Festus	38.22061	-90.39595	US	MO
4386685	Flat River	37.85005	-90.51679	US	MO
4386802	Florissant	38.78922	-90.32261	US	MO
4387990	Gladstone	39.20389	-94.55468	US	MO
4387496	Fulton	38.84671	-91.94796	US	MO
4388005	Glasgow Village	38.75366	-90.19844	US	MO
4388036	Glendale	38.59589	-90.37706	US	MO
4388402	Grain Valley	39.01501	-94.19856	US	MO
4388460	Grandview	38.88584	-94.53301	US	MO
4388831	Greenwood	38.85168	-94.34384	US	MO
4389418	Hannibal	39.70838	-91.35848	US	MO
4389658	Harrisonville	38.65334	-94.34884	US	MO
4389967	Hazelwood	38.77144	-90.37095	US	MO
4391812	Independence	39.09112	-94.41551	US	MO
4392163	Jackson	37.38227	-89.66621	US	MO
4392388	Jefferson City	38.5767	-92.17352	US	MO
4392445	Jennings	38.71922	-90.26039	US	MO
4393217	Kansas City	39.09973	-94.57857	US	MO
4392768	Joplin	37.08423	-94.51328	US	MO
4393269	Kearney	39.36778	-94.36217	US	MO
4393451	Kennett	36.23618	-90.05565	US	MO
4393739	Kirkwood	38.58339	-90.40678	US	MO
4394084	Ladue	38.64977	-90.38067	US	MO
4394302	Lake Saint Louis	38.79755	-90.78568	US	MO
4394794	Lebanon	37.6806	-92.66379	US	MO
4394870	Lees Summit	38.91084	-94.38217	US	MO
4394905	Lemay	38.53339	-90.27928	US	MO
4395052	Liberty	39.24611	-94.41912	US	MO
4396767	Macon	39.74226	-92.47269	US	MO
4396915	Manchester	38.597	-90.50929	US	MO
4397042	Maplewood	38.61255	-90.32456	US	MO
4397211	Marshall	39.12308	-93.19687	US	MO
4397238	Marshfield	37.33866	-92.90712	US	MO
4397340	Maryland Heights	38.71311	-90.42984	US	MO
4397962	Mehlville	38.50839	-90.32289	US	MO
4398103	Mexico	39.16976	-91.88295	US	MO
4398730	Moberly	39.41837	-92.43824	US	MO
4398776	Monett	36.92895	-93.92771	US	MO
4399914	Murphy	38.49033	-90.48707	US	MO
4400183	Neosho	36.86896	-94.368	US	MO
4400203	Nevada	37.83921	-94.35467	US	MO
4400648	Nixa	37.04339	-93.29435	US	MO
4400737	Normandy	38.72088	-90.29734	US	MO
4401242	O'Fallon	38.81061	-90.69985	US	MO
4401282	Oak Grove	39.00501	-94.12939	US	MO
4401618	Oakville	38.47005	-90.30456	US	MO
4401659	Odessa	38.99917	-93.95356	US	MO
4401938	Olivette	38.66533	-90.37595	US	MO
4402178	Overland	38.70116	-90.36234	US	MO
4402245	Ozark	37.02089	-93.20602	US	MO
4402300	Pacific	38.482	-90.74152	US	MO
4402479	Park Hills	37.85422	-90.51818	US	MO
4402544	Parkville	39.195	-94.68218	US	MO
4403102	Pevely	38.28339	-90.39512	US	MO
4402998	Perryville	37.72422	-89.86122	US	MO
4403710	Pleasant Hill	38.78751	-94.26939	US	MO
4404233	Poplar Bluff	36.757	-90.39289	US	MO
4405180	Raymore	38.80195	-94.45273	US	MO
4405188	Raytown	39.00862	-94.46356	US	MO
4405434	Republic	37.12005	-93.48019	US	MO
4405588	Richmond	39.27862	-93.97689	US	MO
4405589	Richmond Heights	38.62866	-90.31956	US	MO
4406282	Rolla	37.95143	-91.77127	US	MO
4406783	Saint Ann	38.72727	-90.38317	US	MO
4406831	Saint Charles	38.78394	-90.48123	US	MO
4406941	Saint John	37.88921	-92.37962	US	MO
4406951	Saint Johns	38.71338	-90.34317	US	MO
4407010	Saint Joseph	39.76861	-94.84663	US	MO
4407066	St. Louis	38.62727	-90.19789	US	MO
4407237	Saint Peters	38.80033	-90.62651	US	MO
4407617	Sappington	38.537	-90.37984	US	MO
4407665	Savannah	39.94166	-94.83025	US	MO
4408000	Sedalia	38.70446	-93.22826	US	MO
4408611	Shrewsbury	38.59033	-90.33678	US	MO
4408672	Sikeston	36.87672	-89.58786	US	MO
4409199	Smithville	39.38694	-94.58107	US	MO
4409591	Spanish Lake	38.78783	-90.21594	US	MO
4409896	Springfield	37.21533	-93.29824	US	MO
4410669	Sullivan	38.2081	-91.16042	US	MO
4410836	Sunset Hills	38.53894	-90.40734	US	MO
4411912	Town and Country	38.61228	-90.46345	US	MO
4412089	Troy	38.97949	-90.9807	US	MO
4412454	Union	38.45005	-91.00848	US	MO
4412697	University City	38.65588	-90.30928	US	MO
4412820	Valley Park	38.54922	-90.49262	US	MO
4413595	Warrensburg	38.76279	-93.73605	US	MO
4413598	Warrenton	38.81144	-91.14154	US	MO
4413621	Washington	38.55811	-91.01209	US	MO
4413842	Webb City	37.14645	-94.463	US	MO
4413872	Webster Groves	38.59255	-90.35734	US	MO
4413926	Weldon Spring	38.71339	-90.68929	US	MO
4414001	Wentzville	38.81144	-90.85291	US	MO
4414200	West Plains	36.72812	-91.85237	US	MO
4414749	Wildwood	38.58283	-90.6629	US	MO
4414816	Willard	37.30505	-93.42853	US	MO
4415813	Aberdeen	33.82511	-88.54366	US	MS
4416192	Amory	33.98428	-88.4881	US	MS
4417130	Batesville	34.3115	-89.94426	US	MS
4417205	Bay Saint Louis	30.30881	-89.33005	US	MS
4418478	Biloxi	30.39603	-88.88531	US	MS
4419094	Booneville	34.65815	-88.56672	US	MS
4419290	Brandon	32.2732	-89.98592	US	MS
4419500	Brookhaven	31.57906	-90.44065	US	MS
4420177	Byram	32.17932	-90.24537	US	MS
4420617	Canton	32.61264	-90.03675	US	MS
4420719	Carriere	30.61686	-89.65256	US	MS
4420799	Carthage	32.73264	-89.53618	US	MS
4421935	Clarksdale	34.20011	-90.57093	US	MS
4422106	Cleveland	33.744	-90.72482	US	MS
4422133	Clinton	32.34153	-90.32176	US	MS
4422442	Columbus	33.49567	-88.42726	US	MS
4422457	Columbia	31.25184	-89.83758	US	MS
4422713	Corinth	34.93425	-88.52227	US	MS
4423227	Crystal Springs	31.98738	-90.35704	US	MS
4423395	D'Iberville	30.42631	-88.89086	US	MS
4423888	Diamondhead	30.39464	-89.36394	US	MS
4426822	Flowood	32.30959	-90.13898	US	MS
4426884	Forest	32.36459	-89.47423	US	MS
4427569	Gautier	30.38576	-88.61169	US	MS
4428475	Greenville	33.41012	-91.06177	US	MS
4428495	Greenwood	33.51623	-90.17953	US	MS
4428539	Grenada	33.769	-89.80842	US	MS
4428654	Gulf Hills	30.43048	-88.84225	US	MS
4428663	Gulf Park Estates	30.39187	-88.76114	US	MS
4428667	Gulfport	30.36742	-89.09282	US	MS
4429295	Hattiesburg	31.32712	-89.29034	US	MS
4429589	Hernando	34.82399	-89.9937	US	MS
4430103	Holly Springs	31.31573	-89.97786	US	MS
4430104	Holly Springs	34.7676	-89.44869	US	MS
4430400	Horn Lake	34.95537	-90.03481	US	MS
4430981	Indianola	33.45095	-90.65509	US	MS
4431410	Jackson	32.29876	-90.18481	US	MS
4432542	Kosciusko	33.05763	-89.58758	US	MS
4433016	Latimer	30.53464	-88.8667	US	MS
4433039	Laurel	31.69405	-89.13061	US	MS
4434069	Long Beach	30.35048	-89.15282	US	MS
4434283	Louisville	33.12374	-89.05506	US	MS
4435318	McComb	31.24379	-90.45315	US	MS
4434663	Madison	32.46181	-90.11536	US	MS
4435764	Meridian	32.36431	-88.70366	US	MS
4436743	Moss Point	30.41159	-88.53446	US	MS
4437982	Natchez	31.56044	-91.40317	US	MS
4438121	New Albany	34.49427	-89.00784	US	MS
4439506	Ocean Springs	30.41131	-88.82781	US	MS
4439869	Olive Branch	34.96176	-89.82953	US	MS
4440076	Oxford	34.3665	-89.51925	US	MS
4440397	Pascagoula	30.36576	-88.55613	US	MS
4440559	Pearl	32.27459	-90.13203	US	MS
4440837	Petal	31.34656	-89.26006	US	MS
4440906	Philadelphia	32.77152	-89.11673	US	MS
4440975	Picayune	30.52547	-89.67951	US	MS
4442067	Pontotoc	34.24788	-88.99867	US	MS
4443249	Richland	32.23904	-90.15842	US	MS
4443296	Ridgeland	32.42848	-90.13231	US	MS
4443338	Ripley	34.72982	-88.95062	US	MS
4445447	Senatobia	34.6176	-89.9687	US	MS
4446675	Southaven	34.98898	-90.01259	US	MS
4447069	Saint Martin	30.43798	-88.86809	US	MS
4447161	Starkville	33.4504	-88.81839	US	MS
4448903	Tupelo	34.25761	-88.70339	US	MS
4449532	Vancleave	30.54047	-88.68752	US	MS
4449620	Vicksburg	32.35265	-90.87788	US	MS
4450411	Waveland	30.28686	-89.37616	US	MS
4450441	Waynesboro	31.67488	-88.64615	US	MS
4450687	West Gulfport	30.40409	-89.0942	US	MS
4450695	West Hattiesburg	31.31906	-89.37506	US	MS
4450753	West Point	33.60762	-88.65033	US	MS
4451810	Yazoo City	32.85513	-90.40565	US	MS
4451465	Winona	33.48207	-89.72814	US	MS
4452137	Aberdeen	35.13155	-79.42948	US	NC
4452256	Ahoskie	36.28682	-76.98468	US	NC
4452303	Albemarle	35.35014	-80.20006	US	NC
4452808	Apex	35.73265	-78.85029	US	NC
4452871	Archdale	35.91458	-79.97198	US	NC
4453035	Asheboro	35.70791	-79.81364	US	NC
4453066	Asheville	35.60095	-82.55402	US	NC
4454860	Belmont	35.24292	-81.0373	US	NC
4455080	Bessemer City	35.28486	-81.28397	US	NC
4456121	Black Mountain	35.6179	-82.32123	US	NC
4456593	Boiling Spring Lakes	34.03045	-78.06721	US	NC
4456703	Boone	36.2168	-81.67455	US	NC
4457040	Brevard	35.23345	-82.73429	US	NC
4458228	Burlington	36.09569	-79.4378	US	NC
4458372	Butner	36.13209	-78.75667	US	NC
4459261	Carolina Beach	34.03517	-77.8936	US	NC
4459343	Carrboro	35.91014	-79.07529	US	NC
4459467	Cary	35.79154	-78.78112	US	NC
4460243	Charlotte	35.22709	-80.84313	US	NC
4460162	Chapel Hill	35.9132	-79.05584	US	NC
4460465	Cherryville	35.37874	-81.37897	US	NC
4460943	Clayton	35.65071	-78.45639	US	NC
4461015	Clemmons	36.02153	-80.382	US	NC
4461101	Clinton	34.99795	-78.32333	US	NC
4461574	Concord	35.40875	-80.57951	US	NC
4461696	Conover	35.70652	-81.21869	US	NC
4461941	Cornelius	35.4868	-80.86007	US	NC
4462701	Cullowhee	35.31371	-83.17653	US	NC
4463053	Davidson	35.50233	-80.83912	US	NC
4464326	Dunn	35.30627	-78.6089	US	NC
4464368	Durham	35.99403	-78.89862	US	NC
4464873	Eden	36.48847	-79.7667	US	NC
4464897	Edenton	36.05794	-76.60772	US	NC
4465088	Elizabeth City	36.2946	-76.25105	US	NC
4465285	Elon	36.10291	-79.50669	US	NC
4465507	Etowah	35.31762	-82.59429	US	NC
4466033	Fayetteville	35.05266	-78.87836	US	NC
4466547	Fletcher	35.43067	-82.50123	US	NC
4466720	Forest City	35.33401	-81.8651	US	NC
4467657	Garner	35.71126	-78.61417	US	NC
4467485	Fuquay-Varina	35.58432	-78.80001	US	NC
4467732	Gastonia	35.26208	-81.1873	US	NC
4467926	Gibsonville	36.10569	-79.54225	US	NC
4468261	Goldsboro	35.38488	-77.99277	US	NC
4468525	Graham	36.06903	-79.40058	US	NC
4469146	Greensboro	36.07264	-79.79198	US	NC
4469160	Greenville	35.61266	-77.36635	US	NC
4469730	Hamlet	34.88488	-79.69422	US	NC
4469607	Half Moon	34.826	-77.45941	US	NC
4470109	Harrisburg	35.32375	-80.6559	US	NC
4470244	Havelock	34.87905	-76.90133	US	NC
4470592	Hendersonville	35.31873	-82.46095	US	NC
4470566	Henderson	36.32959	-78.39916	US	NC
4470778	Hickory	35.73319	-81.3412	US	NC
4471025	High Point	35.95569	-80.00532	US	NC
4471241	Hillsborough	36.07542	-79.09973	US	NC
4471641	Holly Springs	35.65127	-78.83362	US	NC
4471851	Hope Mills	34.97044	-78.94531	US	NC
4472370	Huntersville	35.41069	-80.84285	US	NC
4472687	Indian Trail	35.07681	-80.66924	US	NC
4473083	Jacksonville	34.75405	-77.43024	US	NC
4473137	James City	35.08877	-77.03495	US	NC
4474040	Kannapolis	35.48736	-80.62173	US	NC
4474221	Kernersville	36.11986	-80.07365	US	NC
4474274	Kill Devil Hills	36.03072	-75.67601	US	NC
4474316	King	36.28069	-80.35922	US	NC
4474382	Kings Grant	34.26295	-77.8636	US	NC
4474388	Kings Mountain	35.24513	-81.34119	US	NC
4474436	Kinston	35.26266	-77.58164	US	NC
4474527	Knightdale	35.78765	-78.48056	US	NC
4474841	Lake Norman of Catawba	35.5868	-80.95952	US	NC
4475347	Laurinburg	34.77405	-79.46282	US	NC
4475622	Leland	34.25628	-78.04471	US	NC
4475640	Lenoir	35.91402	-81.53898	US	NC
4475767	Lewisville	36.09708	-80.41922	US	NC
4475773	Lexington	35.82403	-80.25338	US	NC
4475995	Lincolnton	35.47374	-81.25453	US	NC
4476919	Long Beach	33.91045	-78.11777	US	NC
4477525	Lumberton	34.61822	-79.00864	US	NC
4478003	Marion	35.68401	-82.00927	US	NC
4478192	Marvin	34.99182	-80.81479	US	NC
4478253	Masonboro	34.17934	-77.84748	US	NC
4478877	Mebane	36.09597	-79.26696	US	NC
4478334	Matthews	35.11681	-80.72368	US	NC
4479639	Mills River	35.38845	-82.56679	US	NC
4479759	Mint Hill	35.17959	-80.64729	US	NC
4479891	Mocksville	35.89403	-80.56145	US	NC
4479946	Monroe	34.98543	-80.54951	US	NC
4480125	Mooresville	35.58486	-80.81007	US	NC
4480153	Morehead City	34.72294	-76.72604	US	NC
4480219	Morganton	35.74541	-81.68482	US	NC
4480285	Morrisville	35.82348	-78.82556	US	NC
4480378	Mount Airy	36.4993	-80.60729	US	NC
4480560	Mount Holly	35.29819	-81.01591	US	NC
4481345	Murraysville	34.29572	-77.84748	US	NC
4481385	Myrtle Grove	34.13462	-77.88165	US	NC
4481519	Nashville	35.9746	-77.96554	US	NC
4481682	New Bern	35.10849	-77.04411	US	NC
4482101	Newton	35.66986	-81.22147	US	NC
4482916	Oak Island	33.91656	-78.16111	US	NC
4482941	Oak Ridge	36.17347	-79.98893	US	NC
4483174	Ogden	34.27239	-77.81859	US	NC
4483745	Oxford	36.3107	-78.59083	US	NC
4485272	Pinehurst	35.19543	-79.46948	US	NC
4485305	Pineville	35.0832	-80.8923	US	NC
4485355	Piney Green	34.716	-77.32024	US	NC
4487042	Raleigh	35.7721	-78.63861	US	NC
4487682	Reidsville	36.35486	-79.66447	US	NC
4488232	Roanoke Rapids	36.46154	-77.65415	US	NC
4488587	Rockingham	34.93932	-79.77395	US	NC
4488762	Rocky Mount	35.93821	-77.79053	US	NC
4489200	Roxboro	36.39375	-78.98279	US	NC
4489985	Salisbury	35.67097	-80.47423	US	NC
4490329	Sanford	35.47988	-79.1803	US	NC
4490510	Sawmills	35.82485	-81.47454	US	NC
4490778	Selma	35.53655	-78.28444	US	NC
4491180	Shelby	35.29235	-81.53565	US	NC
4491651	Siler City	35.72347	-79.46224	US	NC
4491715	Silver Lake	34.14878	-77.9136	US	NC
4492168	Smithfield	35.50849	-78.33945	US	NC
4492573	South Gastonia	35.2193	-81.20563	US	NC
4492722	Southern Pines	35.17405	-79.39225	US	NC
4493035	Spring Lake	35.16794	-78.97281	US	NC
4493146	Saint Stephens	35.76458	-81.27314	US	NC
4493186	Stallings	35.0907	-80.68618	US	NC
4493316	Statesville	35.78264	-80.8873	US	NC
4493547	Stokesdale	36.23708	-79.97948	US	NC
4493990	Summerfield	36.20875	-79.90476	US	NC
4493991	Summerfield	35.56822	-77.40274	US	NC
4494513	Tarboro	35.89682	-77.5358	US	NC
4494942	Thomasville	35.88264	-80.08199	US	NC
4495616	Trinity	35.89458	-79.99087	US	NC
4496304	Unionville	35.08737	-80.50896	US	NC
4497244	Wadesboro	34.96821	-80.07673	US	NC
4497290	Wake Forest	35.97987	-78.50972	US	NC
4497666	Washington	35.54655	-77.05217	US	NC
4497833	Waxhaw	34.92459	-80.7434	US	NC
4497868	Waynesville	35.48871	-82.98875	US	NC
4497956	Weddington	35.02237	-80.7609	US	NC
4498075	Wesley Chapel	35.00709	-80.67451	US	NC
4498084	Wendell	35.78099	-78.36972	US	NC
4498303	West Raleigh	35.78682	-78.66389	US	NC
4498899	Whiteville	34.33878	-78.70307	US	NC
4499379	Wilmington	34.22573	-77.94471	US	NC
4499294	Williamston	35.8546	-77.05551	US	NC
4499389	Wilson	35.72127	-77.91554	US	NC
4499612	Winston-Salem	36.09986	-80.24422	US	NC
4499629	Winterville	35.52905	-77.40108	US	NC
4499850	Woodfin	35.63344	-82.58207	US	NC
4500458	Absecon	39.42845	-74.49571	US	NJ
4500538	Ashland	39.86317	-75.006	US	NJ
4500546	Atlantic City	39.36428	-74.42293	US	NJ
4500572	Audubon	39.89095	-75.07295	US	NJ
4500653	Barrington	39.86484	-75.05517	US	NJ
4500709	Beachwood	39.93901	-74.19292	US	NJ
4500750	Bellmawr	39.86761	-75.09462	US	NJ
4500771	Berlin	39.79123	-74.92905	US	NJ
4500920	Brigantine	39.41012	-74.36459	US	NJ
4500942	Bridgeton	39.42734	-75.23408	US	NJ
4500959	Browns Mills	39.97261	-74.58293	US	NJ
4501018	Camden	39.92595	-75.11962	US	NJ
4501057	Cape May Court House	39.08261	-74.82378	US	NJ
4501073	Carneys Point	39.71122	-75.4702	US	NJ
4501198	Cherry Hill	39.93484	-75.03073	US	NJ
4501204	Cherry Hill Mall	39.93595	-75.00906	US	NJ
4501234	Cinnaminson	39.99678	-74.99267	US	NJ
4501265	Clayton	39.66011	-75.09212	US	NJ
4501306	Collingswood	39.91817	-75.07128	US	NJ
4501393	Crestwood Village	39.94817	-74.3607	US	NJ
4501632	Echelon	39.84845	-74.99572	US	NJ
4501818	Forked River	39.83984	-74.19014	US	NJ
4501931	Glassboro	39.70289	-75.11184	US	NJ
4501943	Gloucester City	39.89178	-75.11629	US	NJ
4502049	Greentree	39.89706	-74.95572	US	NJ
4502093	Haddon Heights	39.87734	-75.06462	US	NJ
4502103	Haddonfield	39.8915	-75.03767	US	NJ
4502129	Hammonton	39.63651	-74.80239	US	NJ
4502434	Jackson	39.7765	-74.86238	US	NJ
4502543	Kingston Estates	39.92372	-74.98795	US	NJ
4502687	Lindenwold	39.82428	-74.99767	US	NJ
4502690	Linwood	39.33984	-74.57516	US	NJ
4502901	Maple Shade	39.95261	-74.99239	US	NJ
4502904	Margate City	39.32789	-74.50349	US	NJ
4502911	Marlton	39.89122	-74.92183	US	NJ
4503078	Millville	39.40206	-75.03934	US	NJ
4503134	Mount Holly	39.99289	-74.78766	US	NJ
4503136	Mount Laurel	39.934	-74.891	US	NJ
4503204	Mystic Island	39.54428	-74.38237	US	NJ
4503316	Northfield	39.37039	-74.55015	US	NJ
4503346	Ocean Acres	39.74345	-74.28098	US	NJ
4503351	Ocean City	39.27762	-74.5746	US	NJ
4503516	Paulsboro	39.83039	-75.24046	US	NJ
4503544	Penns Grove	39.72956	-75.46797	US	NJ
4503548	Pennsauken	39.95622	-75.05795	US	NJ
4503555	Pennsville	39.65345	-75.51659	US	NJ
4503606	Pine Hill	39.78428	-74.99211	US	NJ
4503635	Pitman	39.73289	-75.13157	US	NJ
4503646	Pleasantville	39.38984	-74.52404	US	NJ
4503665	Pomona	39.47845	-74.57516	US	NJ
4503944	Salem	39.57178	-75.46714	US	NJ
4503736	Ramblewood	39.92872	-74.94378	US	NJ
4503953	Runnemede	39.85234	-75.06795	US	NJ
4504118	Sicklerville	39.71734	-74.96933	US	NJ
4504164	Smithville	39.49401	-74.45709	US	NJ
4504180	Somerdale	39.844	-75.02267	US	NJ
4504186	Somers Point	39.31762	-74.5946	US	NJ
4504225	South Vineland	39.44595	-75.02879	US	NJ
4504250	Springdale	39.90261	-74.96628	US	NJ
4504336	Stratford	39.82678	-75.01545	US	NJ
4504476	Toms River	39.95373	-74.19792	US	NJ
4504598	Ventnor City	39.34039	-74.47737	US	NJ
4504616	Villas	39.02872	-74.93851	US	NJ
4504621	Vineland	39.48623	-75.02573	US	NJ
4504856	Wildwood	38.99178	-74.81489	US	NJ
4504871	Williamstown	39.68623	-74.99517	US	NJ
4504915	Woodbury	39.83817	-75.15268	US	NJ
4505542	Athens	39.32924	-82.10126	US	OH
4506008	Beavercreek	39.70923	-84.06327	US	OH
4506031	Beckett Ridge	39.347	-84.43522	US	OH
4506166	Bellbrook	39.63562	-84.07077	US	OH
4506187	Belpre	39.27396	-81.5729	US	OH
4506487	Bexley	39.96895	-82.93768	US	OH
4506666	Blacklick Estates	39.90506	-82.86434	US	OH
4506754	Blue Ash	39.232	-84.37827	US	OH
4507067	Bridgetown	39.15311	-84.63717	US	OH
4507188	Brookville	39.83672	-84.41134	US	OH
4507883	Canal Winchester	39.84284	-82.80462	US	OH
4508204	Centerville	39.62839	-84.15938	US	OH
4508465	Cheviot	39.157	-84.61328	US	OH
4508722	Cincinnati	39.162	-84.45689	US	OH
4508778	Circleville	39.60062	-82.94601	US	OH
4508885	Clayton	39.86311	-84.3605	US	OH
4509177	Columbus	39.96118	-82.99879	US	OH
4509506	Covedale	39.12117	-84.60633	US	OH
4509884	Dayton	39.75895	-84.19161	US	OH
4509986	Deer Park	39.20534	-84.39466	US	OH
4510062	Dent	39.18589	-84.65134	US	OH
4510342	Dry Run	39.10423	-84.33049	US	OH
4510719	Eaton	39.74394	-84.63662	US	OH
4511064	Englewood	39.87756	-84.30217	US	OH
4511263	Fairborn	39.82089	-84.01938	US	OH
4511283	Fairfield	39.34589	-84.5605	US	OH
4511642	Finneytown	39.20034	-84.5205	US	OH
4512060	Forest Park	39.29034	-84.50411	US	OH
4512083	Forestville	39.07506	-84.34494	US	OH
4512203	Franklin	39.55895	-84.30411	US	OH
4512557	Geneva	39.66201	-82.43349	US	OH
4512620	Germantown	39.62617	-84.36939	US	OH
4513057	Grandview Heights	39.97979	-83.04074	US	OH
4513394	Groesbeck	39.22311	-84.58689	US	OH
4513409	Grove City	39.88145	-83.09296	US	OH
4513425	Groveport	39.8784	-82.88379	US	OH
